"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US17197","Will County, Illinois","249199","1629","3.4","0.7","1.8","0.5","4.0","0.8","4.5","0.7","6.9","0.8","14.1","1.3","11.4","1.1","21.3","1.4","14.5","1.3","18.1","1.2","109820","4177","130932","3104","36.9","(X)","(X)","(X)","(X)","(X)","183610","3577","2.0","0.6","0.9","0.5","2.4","0.6","3.3","0.7","4.8","1.0","12.0","1.3","10.9","1.4","23.5","1.5","17.4","1.5","22.7","1.6","127814","4994","149126","4126","(X)","(X)","38.9","(X)","(X)","(X)","142455","3524","1.2","0.5","0.5","0.2","1.1","0.4","2.7","0.8","3.4","0.8","10.2","1.3","9.8","1.5","24.0","1.7","19.7","1.7","27.4","1.7","143761","4651","165625","4457","(X)","(X)","(X)","(X)","(X)","(X)","65589","3367","7.8","1.9","4.6","1.4","9.1","2.0","8.3","1.6","13.5","2.3","21.3","2.9","13.2","2.2","13.0","2.1","5.7","1.6","3.4","1.3","55593","3718","71345","4432","(X)","(X)","(X)","(X)","29.1","(X)",
"0500000US17199","Williamson County, Illinois","29110","881","4.3","1.8","3.8","2.1","6.2","2.5","8.0","2.5","14.5","3.3","17.2","3.6","13.9","3.2","20.4","3.7","5.0","1.7","6.7","2.3","68415","5525","87818","7932","39.0","(X)","(X)","(X)","(X)","(X)","19554","1366","2.1","1.6","2.8","2.2","2.7","1.9","5.8","2.7","12.6","3.6","15.2","4.1","16.2","4.4","26.6","5.3","6.9","2.5","9.1","3.2","90045","10905","105603","11010","(X)","(X)","43.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","104400","10908","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9556","1418","9.0","4.2","7.7","5.0","11.7","5.5","12.7","5.0","18.8","6.4","22.2","6.0","9.2","3.7","5.6","3.3","1.3","1.2","1.6","1.5","38435","3160","49575","5209","(X)","(X)","(X)","(X)","29.3","(X)",
"0500000US17201","Winnebago County, Illinois","118061","1571","4.4","1.0","5.1","1.3","8.3","1.5","6.9","1.4","13.6","1.8","17.6","1.9","12.3","1.9","18.6","1.9","6.9","1.3","6.2","1.1","66702","3122","86103","4087","37.9","(X)","(X)","(X)","(X)","(X)","71461","2962","3.5","1.2","2.3","1.0","4.7","1.9","4.3","1.4","10.7","1.8","18.9","2.2","15.2","2.1","22.8","2.5","8.7","1.8","9.0","1.7","82871","4075","100091","4517","(X)","(X)","40.9","(X)","(X)","(X)","48355","2957","0.9","0.6","1.5","0.9","2.7","1.5","2.3","1.0","8.8","1.8","15.1","2.5","17.0","2.7","27.5","3.3","12.4","2.7","11.8","2.4","104235","7132","118656","6063","(X)","(X)","(X)","(X)","(X)","(X)","46600","2952","7.6","1.7","10.0","2.8","15.3","3.2","12.4","3.0","16.2","3.2","17.0","3.1","8.3","2.5","8.1","2.6","3.6","1.7","1.4","0.7","39535","3362","58164","7163","(X)","(X)","(X)","(X)","32.2","(X)",
"0500000US18003","Allen County, Indiana","158955","1929","4.9","1.0","3.0","0.8","6.1","1.0","8.2","1.5","12.3","1.5","18.8","1.8","14.8","1.7","15.9","1.5","7.3","0.9","8.7","1.3","70568","2130","95876","5187","31.5","(X)","(X)","(X)","(X)","(X)","98101","3107","2.8","1.0","1.9","0.9","2.0","0.9","5.3","1.5","9.4","1.9","18.5","2.2","16.9","2.2","20.9","2.1","10.8","1.8","11.6","1.8","89140","4316","117263","7100","(X)","(X)","33.3","(X)","(X)","(X)","68821","2983","0.4","0.4","0.9","0.9","0.8","0.5","2.3","1.1","8.1","2.0","14.1","1.9","17.9","2.6","26.7","2.9","13.4","1.9","15.5","2.4","107678","4897","137500","8664","(X)","(X)","(X)","(X)","(X)","(X)","60854","2654","8.8","2.1","5.2","1.6","13.1","2.3","13.4","2.8","17.7","2.4","19.4","2.4","11.3","2.5","5.9","1.4","2.2","0.9","3.1","1.3","41992","2187","58123","5410","(X)","(X)","(X)","(X)","26.5","(X)",
"0500000US18005","Bartholomew County, Indiana","33605","1027","3.5","1.8","2.5","1.5","5.9","2.1","8.0","3.0","11.4","2.9","15.2","3.9","17.6","4.6","20.6","4.2","8.0","2.6","7.4","2.2","80438","5724","96037","6588","30.5","(X)","(X)","(X)","(X)","(X)","22465","1572","1.1","1.4","0.9","0.9","1.8","1.4","5.9","3.7","7.2","3.5","17.3","5.5","20.4","6.3","24.5","4.9","9.8","3.9","11.0","3.5","89334","12424","115288","9054","(X)","(X)","34.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","110246","11751","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11140","1298","8.3","4.9","6.1","3.9","15.6","5.8","11.5","6.4","22.0","7.9","13.2","5.2","10.2","5.3","11.0","6.0","2.2","2.1","0.0","1.6","39296","8349","51398","6624","(X)","(X)","(X)","(X)","22.6","(X)",
"0500000US18011","Boone County, Indiana","30490","644","1.7","1.2","1.4","1.3","2.8","1.7","7.9","3.6","8.8","2.8","8.7","3.1","13.1","4.2","23.0","4.7","12.1","3.5","20.4","3.7","107020","5339","150629","13292","30.0","(X)","(X)","(X)","(X)","(X)","21115","1502","1.1","1.4","0.8","1.0","1.5","1.5","4.4","3.7","4.0","2.1","7.8","3.2","11.3","4.1","25.6","5.6","15.5","4.9","28.1","5.1","133226","11484","183323","19555","(X)","(X)","28.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","154107","26030","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9375","1461","3.1","2.8","2.9","3.6","7.1","4.6","16.6","7.6","20.7","7.6","11.8","7.2","16.1","10.6","13.9","6.9","4.6","3.6","3.2","3.2","49390","10133","73630","14311","(X)","(X)","(X)","(X)","33.4","(X)",
"0500000US18019","Clark County, Indiana","53634","1271","3.0","1.1","3.5","1.6","3.7","1.3","6.6","2.2","13.4","2.7","20.8","3.5","18.4","3.3","14.5","3.4","8.3","1.6","7.8","2.0","73316","5431","98175","9479","34.2","(X)","(X)","(X)","(X)","(X)","34660","2312","1.7","1.0","2.1","1.7","2.4","2.0","6.6","3.3","8.5","2.6","19.1","4.2","19.8","4.2","19.0","4.4","11.0","2.3","9.8","2.5","87556","6982","116656","14249","(X)","(X)","35.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","96456","12367","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18974","2186","5.7","2.5","6.4","3.1","8.8","3.5","7.8","3.4","23.3","6.0","21.8","5.5","13.8","5.8","7.0","3.2","3.0","2.2","2.5","2.4","49240","2825","59077","6548","(X)","(X)","(X)","(X)","30.0","(X)",
"0500000US18035","Delaware County, Indiana","45867","1695","8.1","2.3","5.3","2.2","10.5","2.7","9.8","2.4","12.2","2.4","20.1","3.0","11.2","2.2","13.7","2.6","5.8","2.2","3.2","1.3","54232","3640","72825","7300","35.1","(X)","(X)","(X)","(X)","(X)","24226","1874","7.0","2.8","2.9","1.6","2.8","1.5","7.1","2.7","8.1","2.6","21.8","4.3","14.6","3.9","22.1","4.4","8.6","2.9","5.0","2.4","75456","6280","95209","13316","(X)","(X)","31.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87613","9829","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21641","1891","9.7","3.8","8.5","4.3","18.6","5.3","13.5","4.2","17.3","4.8","19.1","4.5","5.9","2.2","4.9","2.3","1.6","1.2","0.9","0.8","34834","3279","44486","4839","(X)","(X)","(X)","(X)","38.4","(X)",
"0500000US18039","Elkhart County, Indiana","72379","1535","6.1","1.5","1.7","0.8","5.3","1.4","6.5","1.7","13.4","2.2","22.0","2.5","15.6","2.4","15.3","2.2","8.4","1.8","5.8","1.5","69872","3965","85560","4636","44.1","(X)","(X)","(X)","(X)","(X)","48751","2251","2.6","1.2","0.6","0.7","3.9","1.9","3.1","1.3","10.9","2.9","22.2","3.2","17.6","2.8","19.5","2.8","11.6","2.5","7.9","2.0","85219","5132","102037","6318","(X)","(X)","44.4","(X)","(X)","(X)","37310","2244","1.9","1.3","0.1","0.1","1.5","0.8","1.6","1.1","8.6","2.7","20.7","3.6","19.3","3.5","21.8","3.3","14.7","3.2","9.9","2.6","92298","6145","N","N","(X)","(X)","(X)","(X)","(X)","(X)","23628","2186","13.5","3.7","3.9","2.1","10.7","3.5","13.9","3.9","19.6","4.2","25.3","5.2","7.3","2.4","3.2","1.5","1.3","1.2","1.4","1.6","40697","3482","46028","4759","(X)","(X)","(X)","(X)","42.8","(X)",
"0500000US18043","Floyd County, Indiana","32723","881","5.5","2.2","2.3","1.3","9.3","2.6","5.0","2.0","11.4","3.0","17.2","3.9","13.0","3.6","15.2","2.5","9.8","3.3","11.3","2.8","74047","6086","98835","8252","33.7","(X)","(X)","(X)","(X)","(X)","20765","1459","4.0","2.5","1.5","1.4","3.1","1.8","3.5","2.1","6.3","2.7","14.8","5.0","17.3","5.0","21.8","4.0","13.6","4.6","14.0","3.7","98945","8465","120494","11013","(X)","(X)","35.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","108838","15183","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11958","1398","8.6","4.6","3.6","2.5","20.2","6.5","7.6","3.6","20.3","6.1","21.0","6.4","5.9","3.9","4.8","2.9","3.8","4.0","4.1","3.5","42806","5462","57359","9487","(X)","(X)","(X)","(X)","30.5","(X)",
"0500000US18053","Grant County, Indiana","26307","1389","6.2","3.4","5.0","2.3","8.9","3.3","12.1","4.2","19.4","4.4","19.8","4.3","8.6","2.8","11.0","2.9","6.3","2.9","2.8","1.5","48764","4242","66812","6790","38.2","(X)","(X)","(X)","(X)","(X)","15434","1760","7.3","4.4","1.9","1.7","3.9","3.2","7.5","3.4","18.5","6.3","20.2","5.6","14.4","4.6","13.0","4.2","9.4","4.6","3.9","2.1","58642","11872","80174","9915","(X)","(X)","36.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","81685","10961","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10873","1659","11.9","6.9","9.2","4.5","14.6","5.8","16.0","7.0","20.8","5.5","16.2","6.0","3.7","3.2","6.1","3.5","0.5","0.9","1.1","1.7","33374","10094","43681","8548","(X)","(X)","(X)","(X)","38.3","(X)",
"0500000US18057","Hamilton County, Indiana","146949","1816","1.9","0.7","1.2","0.5","2.8","0.7","3.3","0.7","6.4","1.4","13.0","1.7","10.8","1.4","20.1","1.8","15.2","1.6","25.4","1.7","125509","5196","157033","6012","29.6","(X)","(X)","(X)","(X)","(X)","105416","2671","1.0","0.5","0.4","0.3","1.9","0.9","1.7","0.7","4.3","1.2","9.2","1.9","10.6","1.9","21.0","2.0","17.5","2.0","32.5","2.2","149887","5322","182976","8472","(X)","(X)","31.0","(X)","(X)","(X)","89529","3245","0.7","0.4","0.2","0.3","1.6","0.9","0.8","0.5","3.1","1.1","6.6","1.5","9.6","1.8","22.2","2.2","18.4","2.1","36.9","2.4","159523","6094","N","N","(X)","(X)","(X)","(X)","(X)","(X)","41533","2802","4.6","2.2","3.2","1.5","5.1","1.8","7.2","1.9","11.9","3.8","24.7","4.2","11.4","2.6","16.6","3.2","8.3","3.3","6.9","2.3","70742","4469","88321","6851","(X)","(X)","(X)","(X)","24.9","(X)",
"0500000US18059","Hancock County, Indiana","35364","754","3.4","1.5","1.8","1.6","4.4","2.0","5.1","2.4","7.5","2.5","16.2","3.7","14.4","3.5","22.2","4.5","13.3","3.4","11.8","2.9","90808","11148","114053","7167","28.8","(X)","(X)","(X)","(X)","(X)","23436","1425","1.1","1.1","0.3","0.5","1.1","1.2","1.6","1.1","6.7","3.3","12.6","3.6","14.4","4.0","28.6","5.8","18.3","4.6","15.2","4.1","123099","10803","137889","10388","(X)","(X)","30.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","130996","2956","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11928","1482","8.5","4.0","5.2","4.6","10.7","5.1","12.2","6.3","10.0","4.7","22.8","7.3","13.1","5.5","9.6","4.4","3.4","3.5","4.4","2.9","54949","9821","64548","8212","(X)","(X)","(X)","(X)","25.1","(X)",
"0500000US18063","Hendricks County, Indiana","69412","1229","2.5","0.9","0.9","0.5","3.9","1.4","5.4","1.7","9.5","2.7","14.8","2.8","17.0","2.7","21.7","3.0","12.0","2.5","12.3","2.0","91234","4959","117228","6168","35.1","(X)","(X)","(X)","(X)","(X)","49973","2307","1.4","0.8","0.5","0.5","1.8","1.1","2.9","1.8","5.9","2.2","12.9","2.9","18.5","3.2","24.7","3.5","15.7","3.6","15.8","2.6","106682","7959","136268","8064","(X)","(X)","34.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","121963","7657","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19439","2083","6.2","2.7","2.0","1.3","9.7","4.4","11.1","4.1","19.7","6.9","19.1","5.2","13.6","4.7","13.6","5.3","2.2","1.6","2.9","2.5","53894","13501","66009","7025","(X)","(X)","(X)","(X)","36.1","(X)",
"0500000US18067","Howard County, Indiana","36678","996","5.3","2.6","4.8","2.1","8.1","2.2","8.6","2.5","12.8","2.6","18.4","3.6","12.8","3.2","18.8","3.7","6.2","2.0","4.2","1.7","65267","7789","79232","5597","34.1","(X)","(X)","(X)","(X)","(X)","19721","1615","2.2","1.4","1.6","1.3","3.2","1.9","6.4","3.4","7.5","2.9","17.9","4.1","18.2","4.7","26.0","6.0","10.0","3.4","7.0","3.1","91248","5994","103416","8813","(X)","(X)","29.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","101906","2956","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16957","1560","9.3","4.9","8.6","4.2","14.2","4.3","12.3","3.9","20.4","4.9","20.4","5.7","4.7","2.6","7.4","3.2","1.8","1.7","0.9","1.1","38120","4616","47552","5730","(X)","(X)","(X)","(X)","36.4","(X)",
"0500000US18081","Johnson County, Indiana","62972","1723","2.4","1.3","2.4","1.3","4.1","1.5","5.3","1.5","9.6","2.1","15.2","2.9","13.6","2.3","23.0","2.9","12.9","2.4","11.5","1.9","95461","6513","115494","6904","34.1","(X)","(X)","(X)","(X)","(X)","43883","2391","1.6","1.1","0.5","0.5","1.6","1.0","4.2","2.1","6.5","2.2","13.1","3.0","12.9","2.5","26.9","3.6","17.1","3.2","15.5","2.6","115347","5432","135934","7967","(X)","(X)","34.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","129782","11612","N","N","(X)","(X)","(X)","(X)","(X)","(X)","19089","2316","6.0","3.9","7.2","4.0","8.8","4.0","12.0","4.4","18.2","4.9","20.0","4.9","11.8","5.0","12.4","5.5","2.8","1.7","0.8","1.0","46821","6916","60844","9191","(X)","(X)","(X)","(X)","32.5","(X)",
"0500000US18085","Kosciusko County, Indiana","32035","1648","3.3","2.2","2.6","1.5","7.2","2.0","5.3","2.0","9.4","2.7","21.2","3.9","15.1","3.5","22.5","3.7","7.0","2.2","6.3","2.1","76695","5881","94219","8447","39.0","(X)","(X)","(X)","(X)","(X)","23301","1660","2.3","1.6","0.4","0.5","3.1","1.9","5.1","2.5","6.5","1.9","21.0","4.5","19.9","4.9","25.4","4.4","8.6","2.7","7.6","2.8","87265","6198","107962","11257","(X)","(X)","39.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","99571","8305","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8734","1394","6.5","5.8","8.4","5.1","17.8","6.2","7.2","3.5","17.0","6.1","26.8","8.1","7.0","4.0","3.6","2.7","4.6","3.9","1.0","1.2","46168","8074","51222","6716","(X)","(X)","(X)","(X)","37.1","(X)",
"0500000US18089","Lake County, Indiana","198738","2035","6.2","1.0","3.1","0.7","6.8","1.1","7.2","0.9","10.7","1.2","16.9","1.5","13.5","1.5","16.9","1.3","9.1","1.0","9.5","1.0","73250","2871","95942","3273","43.1","(X)","(X)","(X)","(X)","(X)","130344","4002","3.9","1.1","1.6","0.7","4.1","1.0","5.1","1.1","9.4","1.7","16.7","1.7","14.4","1.9","20.9","1.7","11.2","1.5","12.8","1.5","90143","3820","113027","4421","(X)","(X)","45.3","(X)","(X)","(X)","86775","4231","1.3","0.9","0.9","0.6","2.7","1.0","3.1","1.3","7.3","1.8","14.0","2.0","14.4","2.3","23.8","2.5","14.8","2.0","17.7","2.1","110453","5317","135278","6325","(X)","(X)","(X)","(X)","(X)","(X)","68394","3786","12.1","2.1","6.3","1.6","12.3","2.3","11.8","2.2","14.3","2.4","17.9","2.7","9.9","2.3","8.8","1.9","4.0","1.3","2.7","1.1","42067","2761","58745","4287","(X)","(X)","(X)","(X)","38.0","(X)",
"0500000US18091","LaPorte County, Indiana","43030","1774","7.1","2.5","4.5","2.1","5.4","1.7","6.8","2.3","12.4","2.5","20.0","3.1","12.8","2.5","15.4","3.0","10.6","2.5","5.0","1.5","66849","5091","84712","4834","29.1","(X)","(X)","(X)","(X)","(X)","25822","1984","4.4","2.3","3.7","2.8","0.9","0.8","4.4","2.4","10.0","3.4","21.1","3.6","14.9","4.0","19.4","4.3","14.3","3.7","6.9","2.4","84638","7967","101699","7549","(X)","(X)","33.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","105260","14288","N","N","(X)","(X)","(X)","(X)","(X)","(X)","17208","1863","11.3","4.6","6.4","3.4","11.5","3.6","10.7","4.3","17.5","5.0","19.2","5.7","10.7","4.1","9.8","3.5","1.4","1.1","1.5","1.2","44708","6187","54279","5182","(X)","(X)","(X)","(X)","21.8","(X)",
"0500000US18095","Madison County, Indiana","53959","1424","4.1","1.4","4.6","1.5","7.7","1.7","10.1","2.1","16.4","2.8","16.3","2.5","14.6","2.6","14.5","2.6","5.6","1.8","5.9","1.7","58938","4706","78736","5223","35.4","(X)","(X)","(X)","(X)","(X)","32617","1901","2.9","1.6","1.6","1.1","5.3","2.0","5.9","1.9","12.7","3.1","18.1","3.3","17.2","3.6","19.9","3.6","8.1","2.8","8.3","2.7","79131","4929","95054","6614","(X)","(X)","35.6","(X)","(X)","(X)","22352","1850","1.0","0.8","1.7","1.5","1.7","1.1","3.7","2.0","9.8","3.2","16.5","3.5","18.9","4.4","24.1","4.3","11.1","4.0","11.6","3.8","95432","9951","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21342","1791","7.7","3.1","9.4","3.4","12.9","4.1","15.9","3.8","22.3","4.3","15.0","3.8","10.3","3.5","4.4","1.9","0.4","0.7","1.8","1.7","39448","5877","48177","7257","(X)","(X)","(X)","(X)","32.0","(X)",
"0500000US18097","Marion County, Indiana","408907","4157","5.5","0.8","3.5","0.7","6.7","1.0","8.4","1.0","11.8","1.1","20.1","1.5","12.9","1.0","15.9","1.3","7.6","0.7","7.6","0.8","67066","2108","90839","2591","36.5","(X)","(X)","(X)","(X)","(X)","232665","6428","4.1","1.1","2.7","1.0","4.7","1.1","6.8","1.5","9.6","1.4","17.4","1.9","13.5","1.3","19.0","1.6","10.9","1.2","11.4","1.3","82894","4278","109814","4464","(X)","(X)","40.2","(X)","(X)","(X)","147566","6005","1.1","0.5","1.4","1.3","3.4","1.3","3.7","1.4","6.5","1.5","14.8","1.8","14.2","1.7","23.3","2.2","15.0","1.6","16.6","1.9","109529","5621","135899","5993","(X)","(X)","(X)","(X)","(X)","(X)","176242","6564","8.1","1.3","5.9","1.4","9.2","1.6","11.0","1.6","15.3","1.8","22.5","2.4","12.0","1.6","11.4","1.6","2.5","0.7","2.0","0.5","50312","2003","61632","2957","(X)","(X)","(X)","(X)","29.9","(X)",
"0500000US18105","Monroe County, Indiana","60660","1896","8.0","2.4","4.0","1.5","8.9","2.2","6.8","2.1","11.7","2.5","15.6","2.5","12.4","2.6","16.3","2.7","7.9","1.9","8.4","1.7","66965","5675","95206","8890","25.3","(X)","(X)","(X)","(X)","(X)","29135","2160","1.6","1.1","1.7","1.8","1.9","1.3","3.1","1.7","7.2","2.8","17.4","4.2","14.5","3.8","24.9","5.3","14.1","3.7","13.5","3.0","104261","9179","132479","14360","(X)","(X)","30.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","119076","12705","N","N","(X)","(X)","(X)","(X)","(X)","(X)","31525","2321","13.9","4.7","6.1","2.5","15.5","4.4","10.4","3.6","16.7","4.2","15.4","3.8","9.7","2.9","7.4","2.6","1.9","0.9","3.1","2.0","36543","2812","58201","13706","(X)","(X)","(X)","(X)","19.9","(X)",
"0500000US18109","Morgan County, Indiana","29366","645","1.6","1.0","2.8","1.5","6.6","2.2","5.8","2.6","12.2","3.2","19.0","4.2","14.6","3.1","19.7","3.1","10.5","2.5","7.2","2.5","78127","6432","99404","8446","23.6","(X)","(X)","(X)","(X)","(X)","21336","1262","2.6","2.2","2.9","1.9","4.0","2.5","2.1","1.6","8.2","3.2","18.1","4.5","16.0","3.9","24.3","3.9","12.8","3.3","9.0","3.2","93933","8626","112799","10645","(X)","(X)","24.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","102153","9057","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8030","1158","5.0","3.4","3.9","2.8","14.0","6.5","13.6","7.3","23.0","7.6","18.9","6.6","10.7","5.4","5.7","4.7","2.9","2.6","2.1","2.5","45769","4047","55570","7347","(X)","(X)","(X)","(X)","20.1","(X)",
"0500000US18127","Porter County, Indiana","69349","1554","4.3","1.3","3.1","1.3","4.1","1.2","5.7","1.6","9.5","1.9","15.5","2.7","13.0","2.3","22.4","2.6","10.0","2.1","12.5","1.7","86281","6894","114847","6817","29.1","(X)","(X)","(X)","(X)","(X)","47577","2240","3.4","1.8","0.9","0.8","1.2","0.8","3.7","1.3","6.4","1.9","13.6","3.0","14.4","2.8","28.7","3.7","12.0","2.5","15.8","2.3","110384","6017","130743","6372","(X)","(X)","29.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","120456","7167","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21772","1912","6.8","2.2","8.1","3.8","10.4","3.4","10.9","4.0","16.4","4.4","19.0","5.2","10.4","3.6","10.6","3.2","2.6","1.5","4.8","2.2","47017","6546","75922","16238","(X)","(X)","(X)","(X)","27.9","(X)",
"0500000US18141","St. Joseph County, Indiana","107239","1982","5.1","1.1","3.8","0.9","6.3","1.2","9.7","1.7","12.9","1.7","19.9","2.1","11.8","1.4","16.3","1.8","6.7","1.2","7.5","1.2","63504","3426","87317","4003","35.0","(X)","(X)","(X)","(X)","(X)","64997","2434","3.6","1.4","1.3","0.7","4.0","1.4","5.6","1.8","10.5","2.0","18.6","2.6","14.7","2.3","22.1","2.6","8.5","1.6","11.1","1.7","83533","5036","108539","5315","(X)","(X)","36.3","(X)","(X)","(X)","47213","2246","0.7","0.6","1.1","0.8","2.2","1.0","4.9","2.2","7.2","1.9","17.3","2.9","14.9","2.7","26.3","3.0","10.9","2.1","14.6","2.3","102875","5960","N","N","(X)","(X)","(X)","(X)","(X)","(X)","42242","2477","8.9","2.0","7.8","2.0","10.7","2.5","15.1","2.9","17.8","3.1","21.9","3.1","6.4","1.6","6.7","2.1","3.0","1.7","1.6","0.7","39501","3010","50681","4050","(X)","(X)","(X)","(X)","31.9","(X)",
"0500000US18157","Tippecanoe County, Indiana","79745","1342","7.4","1.6","3.6","1.4","9.7","2.5","7.1","1.6","11.9","2.5","15.8","2.5","13.6","2.1","14.0","2.0","7.3","2.0","9.8","1.4","66484","4610","90376","4812","25.4","(X)","(X)","(X)","(X)","(X)","42593","2423","3.7","2.1","2.3","1.0","4.1","2.5","5.0","2.0","6.8","2.0","14.9","3.2","17.7","2.7","17.8","3.1","12.0","3.4","15.7","2.8","94499","7389","119455","7549","(X)","(X)","27.7","(X)","(X)","(X)","30662","2171","0.7","0.6","1.2","0.8","1.6","1.5","2.3","1.5","5.7","2.1","15.2","3.6","16.0","3.2","23.7","4.1","12.9","2.8","20.8","3.6","114215","9789","N","N","(X)","(X)","(X)","(X)","(X)","(X)","37152","2427","13.8","3.0","5.3","2.7","16.3","4.2","11.9","3.0","17.5","4.6","15.4","3.9","8.7","2.4","6.9","1.7","2.1","1.1","2.1","1.2","38321","3805","51614","5146","(X)","(X)","(X)","(X)","21.2","(X)",
